"year","unitid","inst_name","state_name","years_after_entry","earnings_mean","earnings_sd"
"2013","175272","Winona State University","Minnesota","8","41500","21300"
"2013","200800","University of Akron Main Campus","Ohio","10","40100","30500"
"2013","200800","University of Akron Main Campus","Ohio","6","33200","20800"
"2013","200800","University of Akron Main Campus","Ohio","8","36500","25100"
"2013","201441","Bowling Green State University-Main Campus","Ohio","10","43600","31400"
"2013","201441","Bowling Green State University-Main Campus","Ohio","6","32600","19700"
"2013","201441","Bowling Green State University-Main Campus","Ohio","8","37400","23900"
"2013","201690","Central State University","Ohio","10","27200","19600"
"2013","201690","Central State University","Ohio","6","21400","13900"
"2013","201690","Central State University","Ohio","8","23500","16400"
"2013","201885","University of Cincinnati-Main Campus","Ohio","10","45600","38400"
"2013","201885","University of Cincinnati-Main Campus","Ohio","6","38200","29100"
"2013","201885","University of Cincinnati-Main Campus","Ohio","8","43100","38900"
"2013","201946","University of Cincinnati-Clermont College","Ohio","10","45600","38400"
"2013","201946","University of Cincinnati-Clermont College","Ohio","6","38200","29100"
"2013","201946","University of Cincinnati-Clermont College","Ohio","8","43100","38900"
"2013","201955","University of Cincinnati-Blue Ash College","Ohio","10","45600","38400"
"2013","201955","University of Cincinnati-Blue Ash College","Ohio","6","38200","29100"
"2013","201955","University of Cincinnati-Blue Ash College","Ohio","8","43100","38900"
"2013","202134","Cleveland State University","Ohio","10","44200","29700"
"2013","202134","Cleveland State University","Ohio","6","36100","23600"
"2013","202134","Cleveland State University","Ohio","8","40600","27200"
"2013","203447","Kent State University at Ashtabula","Ohio","10","40300","31800"
"2013","203447","Kent State University at Ashtabula","Ohio","6","31900","22600"
"2013","203447","Kent State University at Ashtabula","Ohio","8","36900","24900"
"2013","203456","Kent State University at East Liverpool","Ohio","10","40300","31800"
"2013","203456","Kent State University at East Liverpool","Ohio","6","31900","22600"
"2013","203456","Kent State University at East Liverpool","Ohio","8","36900","24900"
"2013","203465","Kent State University at Stark","Ohio","10","40300","31800"
"2013","203465","Kent State University at Stark","Ohio","6","31900","22600"
"2013","203465","Kent State University at Stark","Ohio","8","36900","24900"
"2013","203474","Kent State University at Trumbull","Ohio","10","40300","31800"
"2013","203474","Kent State University at Trumbull","Ohio","6","31900","22600"
"2013","203474","Kent State University at Trumbull","Ohio","8","36900","24900"
"2013","203483","Kent State University at Tuscarawas","Ohio","10","40300","31800"
"2013","203483","Kent State University at Tuscarawas","Ohio","6","31900","22600"
"2013","203483","Kent State University at Tuscarawas","Ohio","8","36900","24900"
"2013","203492","Kent State University at Salem","Ohio","10","40300","31800"
"2013","203492","Kent State University at Salem","Ohio","6","31900","22600"
"2013","203492","Kent State University at Salem","Ohio","8","36900","24900"
"2013","203517","Kent State University at Kent","Ohio","10","40300","31800"
"2013","203517","Kent State University at Kent","Ohio","6","31900","22600"
"2013","203517","Kent State University at Kent","Ohio","8","36900","24900"
"2013","203526","Kent State University at Geauga","Ohio","10","40300","31800"
"2013","203526","Kent State University at Geauga","Ohio","6","31900","22600"
"2013","203526","Kent State University at Geauga","Ohio","8","36900","24900"
"2013","204006","Miami University-Hamilton","Ohio","10","54300","46100"
"2013","204006","Miami University-Hamilton","Ohio","6","39200","27200"
"2013","204006","Miami University-Hamilton","Ohio","8","46800","34200"
"2013","204015","Miami University-Middletown","Ohio","10","54300","46100"
"2013","204015","Miami University-Middletown","Ohio","6","39200","27200"
"2013","204015","Miami University-Middletown","Ohio","8","46800","34200"
"2013","204024","Miami University-Oxford","Ohio","10","54300","46100"
"2013","204024","Miami University-Oxford","Ohio","6","39200","27200"
"2013","204024","Miami University-Oxford","Ohio","8","46800","34200"
"2013","204477","Northeast Ohio Medical University","Ohio","10","218300","108200"
"2013","204477","Northeast Ohio Medical University","Ohio","6","85600","42100"
"2013","204477","Northeast Ohio Medical University","Ohio","8","196200","125100"
"2013","204671","Ohio State University-Lima Campus","Ohio","10","50600","40000"
"2013","204671","Ohio State University-Lima Campus","Ohio","6","39300","28600"
"2013","204671","Ohio State University-Lima Campus","Ohio","8","45100","32800"
"2013","204680","Ohio State University-Mansfield Campus","Ohio","10","50600","40000"
"2013","204680","Ohio State University-Mansfield Campus","Ohio","6","39300","28600"
"2013","204680","Ohio State University-Mansfield Campus","Ohio","8","45100","32800"
"2013","204699","Ohio State University-Marion Campus","Ohio","10","50600","40000"
"2013","204699","Ohio State University-Marion Campus","Ohio","6","39300","28600"
"2013","204699","Ohio State University-Marion Campus","Ohio","8","45100","32800"
"2013","204705","Ohio State University-Newark Campus","Ohio","10","50600","40000"
"2013","204705","Ohio State University-Newark Campus","Ohio","6","39300","28600"
"2013","204705","Ohio State University-Newark Campus","Ohio","8","45100","32800"
"2013","204796","Ohio State University-Main Campus","Ohio","10","50600","40000"
"2013","204796","Ohio State University-Main Campus","Ohio","6","39300","28600"
"2013","204796","Ohio State University-Main Campus","Ohio","8","45100","32800"
"2013","204802","Ohio University-Eastern Campus","Ohio","10","44500","32600"
"2013","204802","Ohio University-Eastern Campus","Ohio","6","34200","25000"
"2013","204802","Ohio University-Eastern Campus","Ohio","8","39000","26500"
"2013","204820","Ohio University-Chillicothe Campus","Ohio","10","44500","32600"
"2013","204820","Ohio University-Chillicothe Campus","Ohio","6","34200","25000"
"2013","204820","Ohio University-Chillicothe Campus","Ohio","8","39000","26500"
"2013","204839","Ohio University-Southern Campus","Ohio","10","44500","32600"
"2013","204839","Ohio University-Southern Campus","Ohio","6","34200","25000"
"2013","204839","Ohio University-Southern Campus","Ohio","8","39000","26500"
"2013","204848","Ohio University-Lancaster Campus","Ohio","10","44500","32600"
"2013","204848","Ohio University-Lancaster Campus","Ohio","6","34200","25000"
"2013","204848","Ohio University-Lancaster Campus","Ohio","8","39000","26500"
"2013","204857","Ohio University-Main Campus","Ohio","10","44500","32600"
"2013","204857","Ohio University-Main Campus","Ohio","6","34200","25000"
"2013","204857","Ohio University-Main Campus","Ohio","8","39000","26500"
"2013","204866","Ohio University-Zanesville Campus","Ohio","10","44500","32600"
"2013","204866","Ohio University-Zanesville Campus","Ohio","6","34200","25000"
"2013","204866","Ohio University-Zanesville Campus","Ohio","8","39000","26500"
"2013","205443","Shawnee State University","Ohio","10","36300","24200"
"2013","205443","Shawnee State University","Ohio","6","26100","17600"
"2013","205443","Shawnee State University","Ohio","8","32100","22100"
"2013","206084","University of Toledo","Ohio","10","49500","41500"
"2013","206084","University of Toledo","Ohio","6","37200","28900"
"2013","206084","University of Toledo","Ohio","8","44700","34400"
"2013","206604","Wright State University-Main Campus","Ohio","10","43400","37100"
"2013","206604","Wright State University-Main Campus","Ohio","6","33400","21500"
"2013","206604","Wright State University-Main Campus","Ohio","8","38300","25800"
"2013","206613","Wright State University-Lake Campus","Ohio","10","43400","37100"
"2013","206613","Wright State University-Lake Campus","Ohio","6","33400","21500"
"2013","206613","Wright State University-Lake Campus","Ohio","8","38300","25800"
"2013","206695","Youngstown State University","Ohio","10","37700","26500"
"2013","206695","Youngstown State University","Ohio","6","31100","22100"
"2013","206695","Youngstown State University","Ohio","8","36200","24400"
"2013","222831","Angelo State University","Texas","10","43600","29500"
"2013","222831","Angelo State University","Texas","6","34600","23200"
"2013","222831","Angelo State University","Texas","8","40900","29600"
"2013","223214","Texas A & M University Health Science Center","Texas","10","65600","50100"
"2013","223214","Texas A & M University Health Science Center","Texas","6","51300","35200"
"2013","223214","Texas A & M University Health Science Center","Texas","8","57900","43900"
"2013","223506","Brazosport College","Texas","10","39600","32200"
"2013","223506","Brazosport College","Texas","6","32500","24900"
"2013","223506","Brazosport College","Texas","8","37500","30100"
"2013","224147","Texas A & M University-Corpus Christi","Texas","10","47000","32500"
"2013","224147","Texas A & M University-Corpus Christi","Texas","6","37500","26100"
"2013","224147","Texas A & M University-Corpus Christi","Texas","8","43000","28000"
"2013","224545","Texas A & M University-Texarkana","Texas","10","37900","24200"
"2013","224545","Texas A & M University-Texarkana","Texas","6","33400","19400"
"2013","224545","Texas A & M University-Texarkana","Texas","8","34100","18400"
"2013","224554","Texas A & M University-Commerce","Texas","10","41200","29300"
"2013","224554","Texas A & M University-Commerce","Texas","6","33600","22000"
"2013","224554","Texas A & M University-Commerce","Texas","8","36300","24700"
"2013","225414","University of Houston-Clear Lake","Texas","10","53700","41900"
"2013","225414","University of Houston-Clear Lake","Texas","6","43200","33800"
"2013","225414","University of Houston-Clear Lake","Texas","8","46200","27100"
"2013","225432","University of Houston-Downtown","Texas","10","47400","32900"
"2013","225432","University of Houston-Downtown","Texas","6","40600","27700"
"2013","225432","University of Houston-Downtown","Texas","8","43100","30800"
"2013","225502","University of Houston-Victoria","Texas","10","43200","26300"
"2013","225502","University of Houston-Victoria","Texas","6","41000","29300"
"2013","225502","University of Houston-Victoria","Texas","8","42300","24600"
"2013","225511","University of Houston","Texas","10","59000","45600"
"2013","225511","University of Houston","Texas","6","45500","32900"
"2013","225511","University of Houston","Texas","8","52900","40000"
"2013","226091","Lamar University","Texas","10","45500","32100"
"2013","226091","Lamar University","Texas","6","36000","25500"
"2013","226091","Lamar University","Texas","8","40500","29700"
"2013","226152","Texas A & M International University","Texas","10","45200","27700"
"2013","226152","Texas A & M International University","Texas","6","36100","22100"
"2013","226152","Texas A & M International University","Texas","8","40100","24000"
"2013","226806","Midland College","Texas","10","44000","36500"
"2013","226806","Midland College","Texas","6","36800","28400"
"2013","226806","Midland College","Texas","8","40200","32000"
"2013","226833","Midwestern State University","Texas","10","44300","29700"
"2013","226833","Midwestern State University","Texas","6","39500","24400"
"2013","226833","Midwestern State University","Texas","8","43500","28900"
"2013","227216","University of North Texas","Texas","10","47000","33700"
"2013","227216","University of North Texas","Texas","6","36900","22100"
"2013","227216","University of North Texas","Texas","8","42800","31000"
"2013","227368","The University of Texas-Pan American","Texas","10","41900","28300"
"2013","227368","The University of Texas-Pan American","Texas","6","33800","23200"
"2013","227368","The University of Texas-Pan American","Texas","8","39000","27000"
"2013","227377","The University of Texas at Brownsville","Texas","10","36000","28900"
"2013","227377","The University of Texas at Brownsville","Texas","6","29400","22700"
"2013","227377","The University of Texas at Brownsville","Texas","8","33400","25900"
"2013","227526","Prairie View A & M University","Texas","10","39000","28200"
"2013","227526","Prairie View A & M University","Texas","6","32700","23500"
"2013","227526","Prairie View A & M University","Texas","8","36700","29000"
"2013","227881","Sam Houston State University","Texas","10","47800","33400"
"2013","227881","Sam Houston State University","Texas","6","38200","22300"
"2013","227881","Sam Houston State University","Texas","8","43400","29400"
"2013","228431","Stephen F Austin State University","Texas","10","44600","31800"
"2013","228431","Stephen F Austin State University","Texas","6","35400","20600"
"2013","228431","Stephen F Austin State University","Texas","8","39800","25100"
"2013","228459","Texas State University","Texas","10","49200","35200"
"2013","228459","Texas State University","Texas","6","38300","23900"
"2013","228459","Texas State University","Texas","8","44100","31100"
"2013","228501","Sul Ross State University","Texas","10","40600","29500"
"2013","228501","Sul Ross State University","Texas","6","34000","23200"
"2013","228501","Sul Ross State University","Texas","8","36600","25900"
"2013","228529","Tarleton State University","Texas","10","45500","29200"
"2013","228529","Tarleton State University","Texas","6","36900","22900"
"2013","228529","Tarleton State University","Texas","8","42100","27700"
"2013","228635","University of Texas Southwestern Medical Center","Texas","10","122000","99300"
"2013","228635","University of Texas Southwestern Medical Center","Texas","6","75600","52200"
"2013","228635","University of Texas Southwestern Medical Center","Texas","8","112200","77200"
"2013","228644","The University of Texas Health Science Center at San Antonio","Texas","10","110400","100500"
"2013","228644","The University of Texas Health Science Center at San Antonio","Texas","6","71100","45200"
"2013","228644","The University of Texas Health Science Center at San Antonio","Texas","8","88900","77700"
"2013","228653","The University of Texas Medical Branch","Texas","10","73500","37400"
"2013","228653","The University of Texas Medical Branch","Texas","6","67800","38600"
"2013","228653","The University of Texas Medical Branch","Texas","8","71800","38000"
"2013","228705","Texas A & M University-Kingsville","Texas","10","46300","35400"
"2013","228705","Texas A & M University-Kingsville","Texas","6","38600","26800"
"2013","228705","Texas A & M University-Kingsville","Texas","8","44500","33500"
"2013","228723","Texas A & M University-College Station","Texas","10","65600","50100"
"2013","228723","Texas A & M University-College Station","Texas","6","51300","35200"
"2013","228723","Texas A & M University-College Station","Texas","8","57900","43900"
"2013","228769","The University of Texas at Arlington","Texas","10","51700","37100"
"2013","228769","The University of Texas at Arlington","Texas","6","41200","27200"
"2013","228769","The University of Texas at Arlington","Texas","8","46000","29200"
"2013","228778","The University of Texas at Austin","Texas","10","68600","59500"
"2013","228778","The University of Texas at Austin","Texas","6","49200","41100"
"2013","228778","The University of Texas at Austin","Texas","8","59300","53500"
"2013","228787","The University of Texas at Dallas","Texas","10","59000","47500"
"2013","228787","The University of Texas at Dallas","Texas","6","45300","30600"
"2013","228787","The University of Texas at Dallas","Texas","8","51100","35800"
"2013","228796","The University of Texas at El Paso","Texas","10","42200","32100"
"2013","228796","The University of Texas at El Paso","Texas","6","33400","27900"
"2013","228796","The University of Texas at El Paso","Texas","8","37700","27000"
"2013","228802","The University of Texas at Tyler","Texas","10","49100","37700"
"2013","228802","The University of Texas at Tyler","Texas","6","41000","24300"
"2013","228802","The University of Texas at Tyler","Texas","8","45400","30600"
"2013","228909","University of North Texas Health Science Center","Texas","10","197800","149500"
"2013","228909","University of North Texas Health Science Center","Texas","6","90100","56200"
"2013","228909","University of North Texas Health Science Center","Texas","8","142800","95000"
"2013","229018","The University of Texas of the Permian Basin","Texas","10","51000","36600"
"2013","229018","The University of Texas of the Permian Basin","Texas","6","44300","34300"
"2013","229018","The University of Texas of the Permian Basin","Texas","8","47500","32100"
"2013","229027","The University of Texas at San Antonio","Texas","10","47900","32100"
"2013","229027","The University of Texas at San Antonio","Texas","6","37500","24300"
"2013","229027","The University of Texas at San Antonio","Texas","8","42300","27700"
"2013","229063","Texas Southern University","Texas","10","36200","31600"
"2013","229063","Texas Southern University","Texas","6","28600","25200"
"2013","229063","Texas Southern University","Texas","8","33100","28500"
"2013","229115","Texas Tech University","Texas","10","58500","47100"
"2013","229115","Texas Tech University","Texas","6","45500","33100"
"2013","229115","Texas Tech University","Texas","8","52000","40400"
"2013","229179","Texas Woman's University","Texas","10","48600","42800"
"2013","229179","Texas Woman's University","Texas","6","40900","24900"
"2013","229179","Texas Woman's University","Texas","8","44300","27700"
"2013","229300","The University of Texas Health Science Center at Houston","Texas","10","128400","117300"
"2013","229300","The University of Texas Health Science Center at Houston","Texas","6","70900","48700"
"2013","229300","The University of Texas Health Science Center at Houston","Texas","8","90000","68300"
"2013","229337","Texas Tech University Health Sciences Center","Texas","10","90100","77300"
"2013","229337","Texas Tech University Health Sciences Center","Texas","6","77300","48500"
"2013","229337","Texas Tech University Health Sciences Center","Texas","8","90900","75600"
"2013","229814","West Texas A & M University","Texas","10","44100","27900"
"2013","229814","West Texas A & M University","Texas","6","37900","38200"
"2013","229814","West Texas A & M University","Texas","8","41300","28000"
"2013","262129","New College of Florida","Florida","10","Suppressed data","Suppressed data"
"2013","262129","New College of Florida","Florida","6","25400","21400"
"2013","262129","New College of Florida","Florida","8","36100","26300"
"2013","407009","Arizona State University-West","Arizona","10","52600","40800"
"2013","407009","Arizona State University-West","Arizona","6","40300","27100"
"2013","407009","Arizona State University-West","Arizona","8","47000","34400"
"2013","409315","South Texas College","Texas","10","34200","26500"
"2013","409315","South Texas College","Texas","6","27800","21100"
"2013","409315","South Texas College","Texas","8","32200","24300"
"2013","416801","The University of Texas MD Anderson Cancer Center","Texas","10","82100","45900"
"2013","416801","The University of Texas MD Anderson Cancer Center","Texas","6","65000","24100"
"2013","416801","The University of Texas MD Anderson Cancer Center","Texas","8","78100","29300"
"2013","420574","Arizona State University-Polytechnic","Arizona","10","52600","40800"
"2013","420574","Arizona State University-Polytechnic","Arizona","6","40300","27100"
"2013","420574","Arizona State University-Polytechnic","Arizona","8","47000","34400"
"2013","433660","Florida Gulf Coast University","Florida","10","45200","40100"
"2013","433660","Florida Gulf Coast University","Florida","6","35400","21500"
"2013","433660","Florida Gulf Coast University","Florida","8","41400","26600"
"2013","447689","Georgia Gwinnett College","Georgia","10","Suppressed data","Suppressed data"
"2013","447689","Georgia Gwinnett College","Georgia","6","31900","18100"
"2013","447689","Georgia Gwinnett College","Georgia","8","Suppressed data","Suppressed data"
"2013","448840","University of South Florida-St Petersburg","Florida","10","46500","35500"
"2013","448840","University of South Florida-St Petersburg","Florida","6","36400","25000"
"2013","448840","University of South Florida-St Petersburg","Florida","8","41200","27100"
"2013","448886","Arizona State University-Downtown Phoenix","Arizona","10","52600","40800"
"2013","448886","Arizona State University-Downtown Phoenix","Arizona","6","40300","27100"
"2013","448886","Arizona State University-Downtown Phoenix","Arizona","8","47000","34400"
"2013","451671","University of South Florida-Sarasota-Manatee","Florida","10","46500","35500"
"2013","451671","University of South Florida-Sarasota-Manatee","Florida","6","36400","25000"
"2013","451671","University of South Florida-Sarasota-Manatee","Florida","8","41200","27100"
"2013","456959","University of Minnesota-Rochester","Minnesota","10","58200","48200"
"2013","456959","University of Minnesota-Rochester","Minnesota","6","44700","32500"
"2013","456959","University of Minnesota-Rochester","Minnesota","8","51000","37200"
"2013","482149","Georgia Regents University","Georgia","10","63300","39400"
"2013","482149","Georgia Regents University","Georgia","6","55200","27900"
"2013","482149","Georgia Regents University","Georgia","8","64700","37800"
"2013","482158","Middle Georgia State College","Georgia","10","35600","24400"
"2013","482158","Middle Georgia State College","Georgia","6","27700","19000"
"2013","482158","Middle Georgia State College","Georgia","8","29500","19500"
"2013","482680","University of North Georgia","Georgia","10","44100","26600"
"2013","482680","University of North Georgia","Georgia","6","34900","20900"
"2013","482680","University of North Georgia","Georgia","8","41300","24600"
"2013","482699","South Georgia State College","Georgia","10","33700","23100"
"2013","482699","South Georgia State College","Georgia","6","26300","18300"
"2013","482699","South Georgia State College","Georgia","8","29900","20800"
"2013","483124","Arizona State University-Skysong","Arizona","10","52600","40800"
"2013","483124","Arizona State University-Skysong","Arizona","6","40300","27100"
"2013","483124","Arizona State University-Skysong","Arizona","8","47000","34400"
"2012","104151","Arizona State University","Arizona","10","52100","38700"
"2012","104151","Arizona State University","Arizona","6","39400","26600"
"2012","104151","Arizona State University","Arizona","8","46600","35500"
"2012","104179","University of Arizona","Arizona","10","53200","47200"
"2012","104179","University of Arizona","Arizona","6","38100","36700"
"2012","104179","University of Arizona","Arizona","8","46200","37000"
"2012","105297","Dine College","Arizona","10","23600","20100"
"2012","105297","Dine College","Arizona","6","19300","14400"
"2012","105297","Dine College","Arizona","8","21400","16900"
"2012","105330","Northern Arizona University","Arizona","10","43400","31600"
"2012","105330","Northern Arizona University","Arizona","6","34700","23100"
"2012","105330","Northern Arizona University","Arizona","8","37900","23900"
"2012","132709","Broward College","Florida","10","36500","25600"
"2012","132709","Broward College","Florida","6","28200","19500"
"2012","132709","Broward College","Florida","8","32700","22600"
"2012","132851","College of Central Florida","Florida","10","32900","23800"
"2012","132851","College of Central Florida","Florida","6","25800","18100"
"2012","132851","College of Central Florida","Florida","8","30300","21800"
"2012","132903","University of Central Florida","Florida","10","48800","37300"
"2012","132903","University of Central Florida","Florida","6","36600","24700"
"2012","132903","University of Central Florida","Florida","8","42800","28100"
"2012","133021","Chipola College","Florida","10","32200","25100"
"2012","133021","Chipola College","Florida","6","25200","17300"
"2012","133021","Chipola College","Florida","8","28900","26500"
"2012","133386","Daytona State College","Florida","10","31500","28000"
"2012","133386","Daytona State College","Florida","6","25300","18500"
"2012","133386","Daytona State College","Florida","8","28200","21800"
"2012","133508","Edison State College","Florida","10","36200","25700"
"2012","133508","Edison State College","Florida","6","30400","19200"
"2012","133508","Edison State College","Florida","8","32800","22500"
"2012","133650","Florida Agricultural and Mechanical University","Florida","10","44000","35300"
"2012","133650","Florida Agricultural and Mechanical University","Florida","6","31400","25700"
"2012","133650","Florida Agricultural and Mechanical University","Florida","8","38300","30200"
"2012","133669","Florida Atlantic University","Florida","10","46000","38100"
"2012","133669","Florida Atlantic University","Florida","6","35700","24500"
"2012","133669","Florida Atlantic University","Florida","8","41200","30400"
"2012","133702","Florida State College at Jacksonville","Florida","10","34300","24200"
"2012","133702","Florida State College at Jacksonville","Florida","6","29100","20300"
"2012","133702","Florida State College at Jacksonville","Florida","8","31500","22200"
"2012","133951","Florida International University","Florida","10","49200","35300"
"2012","133951","Florida International University","Florida","6","37300","26800"
"2012","133951","Florida International University","Florida","8","43400","29100"
"2012","134097","Florida State University","Florida","10","50200","40400"
"2012","134097","Florida State University","Florida","6","37400","33200"
"2012","134097","Florida State University","Florida","8","44700","38600"
"2012","134130","University of Florida","Florida","10","60300","47900"
"2012","134130","University of Florida","Florida","6","46300","51500"
"2012","134130","University of Florida","Florida","8","54300","43500"
"2012","134343","Gulf Coast State College","Florida","10","30800","21700"
"2012","134343","Gulf Coast State College","Florida","6","26100","18300"
"2012","134343","Gulf Coast State College","Florida","8","30000","22500"
"2012","134608","Indian River State College","Florida","10","31200","22700"
"2012","134608","Indian River State College","Florida","6","26300","19900"
"2012","134608","Indian River State College","Florida","8","29300","21000"
"2012","135160","Florida Gateway College","Florida","10","31500","24100"
"2012","135160","Florida Gateway College","Florida","6","28200","19200"
"2012","135160","Florida Gateway College","Florida","8","28400","21200"
"2012","135188","Lake-Sumter Community College","Florida","10","31400","23100"
"2012","135188","Lake-Sumter Community College","Florida","6","26400","16900"
"2012","135188","Lake-Sumter Community College","Florida","8","30800","23600"
"2012","135391","State College of Florida-Manatee-Sarasota","Florida","10","33200","25200"
"2012","135391","State College of Florida-Manatee-Sarasota","Florida","6","27200","18700"
"2012","135391","State College of Florida-Manatee-Sarasota","Florida","8","30300","23600"
"2012","135717","Miami Dade College","Florida","10","34300","25800"
"2012","135717","Miami Dade College","Florida","6","27300","20200"
"2012","135717","Miami Dade College","Florida","8","30600","22500"
"2012","136172","University of North Florida","Florida","10","46000","31600"
"2012","136172","University of North Florida","Florida","6","36200","21900"
"2012","136172","University of North Florida","Florida","8","41500","25900"
"2012","136233","Northwest Florida State College","Florida","10","32700","23400"
"2012","136233","Northwest Florida State College","Florida","6","25400","24300"
"2012","136233","Northwest Florida State College","Florida","8","29800","32400"
"2012","136358","Palm Beach State College","Florida","10","35000","25800"
"2012","136358","Palm Beach State College","Florida","6","29000","20700"
"2012","136358","Palm Beach State College","Florida","8","32000","22200"
"2012","136473","Pensacola State College","Florida","10","30800","22700"
"2012","136473","Pensacola State College","Florida","6","25700","21900"
"2012","136473","Pensacola State College","Florida","8","27600","19600"
"2012","136516","Polk State College","Florida","10","34000","21900"
"2012","136516","Polk State College","Florida","6","27600","18000"
"2012","136516","Polk State College","Florida","8","30500","20100"
"2012","137078","St Petersburg College","Florida","10","35300","27700"
"2012","137078","St Petersburg College","Florida","6","28900","20900"
"2012","137078","St Petersburg College","Florida","8","32300","24100"
"2012","137096","Santa Fe College","Florida","10","37400","27600"
"2012","137096","Santa Fe College","Florida","6","28300","19200"
"2012","137096","Santa Fe College","Florida","8","33600","23800"
"2012","137209","Seminole State College of Florida","Florida","10","34800","24800"
"2012","137209","Seminole State College of Florida","Florida","6","27900","19300"
"2012","137209","Seminole State College of Florida","Florida","8","30800","21900"
"2012","137281","Saint Johns River State College","Florida","10","33800","38700"
"2012","137281","Saint Johns River State College","Florida","6","27800","18500"
"2012","137281","Saint Johns River State College","Florida","8","30100","21600"
"2012","137315","South Florida State College","Florida","10","29600","20700"
"2012","137315","South Florida State College","Florida","6","26600","18300"
"2012","137315","South Florida State College","Florida","8","28500","22000"
"2012","137351","University of South Florida-Main Campus","Florida","10","45200","32900"
"2012","137351","University of South Florida-Main Campus","Florida","6","35200","23300"
"2012","137351","University of South Florida-Main Campus","Florida","8","40500","28300"
"2012","138187","Valencia College","Florida","10","35100","28100"
"2012","138187","Valencia College","Florida","6","27300","17700"
"2012","138187","Valencia College","Florida","8","31600","23600"
"2012","138354","The University of West Florida","Florida","10","40200","28900"
"2012","138354","The University of West Florida","Florida","6","30900","19200"
"2012","138354","The University of West Florida","Florida","8","36000","23100"
"2012","138558","Abraham Baldwin Agricultural College","Georgia","10","35600","25900"
"2012","138558","Abraham Baldwin Agricultural College","Georgia","6","27700","18000"
"2012","138558","Abraham Baldwin Agricultural College","Georgia","8","31100","20600"
"2012","138716","Albany State University","Georgia","10","35400","24300"
"2012","138716","Albany State University","Georgia","6","26300","20300"
"2012","138716","Albany State University","Georgia","8","29300","19200"
"2012","138789","Armstrong Atlantic State University","Georgia","10","41900","27100"
"2012","138789","Armstrong Atlantic State University","Georgia","6","35600","26000"
"2012","138789","Armstrong Atlantic State University","Georgia","8","38900","25100"
"2012","138901","Atlanta Metropolitan State College","Georgia","10","29600","20700"
"2012","138901","Atlanta Metropolitan State College","Georgia","6","21600","15400"
"2012","138901","Atlanta Metropolitan State College","Georgia","8","27400","19900"
"2012","138983","Augusta State University","Georgia","10","37800","27200"
"2012","138983","Augusta State University","Georgia","6","29800","19700"
"2012","138983","Augusta State University","Georgia","8","34000","24400"
"2012","139250","College of Coastal Georgia","Georgia","10","32900","24100"
"2012","139250","College of Coastal Georgia","Georgia","6","26600","18600"
"2012","139250","College of Coastal Georgia","Georgia","8","30100","22900"
"2012","139311","Clayton  State University","Georgia","10","41700","30600"
"2012","139311","Clayton  State University","Georgia","6","33800","23700"
"2012","139311","Clayton  State University","Georgia","8","37700","24300"
"2012","139366","Columbus State University","Georgia","10","38100","26700"
"2012","139366","Columbus State University","Georgia","6","29700","18600"
"2012","139366","Columbus State University","Georgia","8","32800","20700"
"2012","139463","Dalton State College","Georgia","10","31200","20100"
"2012","139463","Dalton State College","Georgia","6","26100","16300"
"2012","139463","Dalton State College","Georgia","8","29500","17800"
"2012","139621","East Georgia State College","Georgia","10","33300","23800"
"2012","139621","East Georgia State College","Georgia","6","25900","16900"
"2012","139621","East Georgia State College","Georgia","8","29200","19500"
"2012","139719","Fort Valley State University","Georgia","10","31600","23200"
"2012","139719","Fort Valley State University","Georgia","6","23600","20300"
"2012","139719","Fort Valley State University","Georgia","8","28000","19100"
"2012","139755","Georgia Institute of Technology-Main Campus","Georgia","10","80300","62900"
"2012","139755","Georgia Institute of Technology-Main Campus","Georgia","6","59900","45000"
"2012","139755","Georgia Institute of Technology-Main Campus","Georgia","8","69300","50900"
"2012","139764","Georgia Southwestern State University","Georgia","10","38300","25200"
"2012","139764","Georgia Southwestern State University","Georgia","6","30600","20100"
"2012","139764","Georgia Southwestern State University","Georgia","8","34300","22800"
"2012","139773","Gainesville State College","Georgia","10","37100","28400"
"2012","139773","Gainesville State College","Georgia","6","28000","20300"
"2012","139773","Gainesville State College","Georgia","8","33300","22200"
"2012","139861","Georgia College & State University","Georgia","10","41600","25700"
"2012","139861","Georgia College & State University","Georgia","6","33200","18900"
"2012","139861","Georgia College & State University","Georgia","8","38400","36200"
"2012","139931","Georgia Southern University","Georgia","10","43900","30900"
"2012","139931","Georgia Southern University","Georgia","6","33700","21000"
"2012","139931","Georgia Southern University","Georgia","8","39000","24300"
"2012","139940","Georgia State University","Georgia","10","45900","33400"
"2012","139940","Georgia State University","Georgia","6","35400","23700"
"2012","139940","Georgia State University","Georgia","8","40400","27500"
"2012","139959","University of Georgia","Georgia","10","55200","46900"
"2012","139959","University of Georgia","Georgia","6","41000","36000"
"2012","139959","University of Georgia","Georgia","8","48500","44700"
"2012","139968","Gordon State College","Georgia","10","34300","24900"
"2012","139968","Gordon State College","Georgia","6","25800","18800"
"2012","139968","Gordon State College","Georgia","8","29800","21800"
"2012","140164","Kennesaw State University","Georgia","10","43800","31600"
"2012","140164","Kennesaw State University","Georgia","6","35000","21600"
"2012","140164","Kennesaw State University","Georgia","8","40200","27100"
"2012","140322","Macon State College","Georgia","10","36700","25400"
"2012","140322","Macon State College","Georgia","6","28500","18800"
"2012","140322","Macon State College","Georgia","8","32500","22500"
