"year","unitid","inst_name","state_name","number_applied","number_admitted","number_enrolled_ft","number_enrolled_pt","number_enrolled_total","zip","county_name","region","inst_control","institution_level","sector","postsec_public_active_title_iv","longitude","latitude","rev_tuition_fees_gross","rev_tuition_fees_net","rev_appropriations_fed","rev_appropriations_state","rev_appropriations_local","rev_grants_contracts_federal","rev_grants_contracts_state","rev_grants_contracts_local","rev_gifts_grants_contracts","rev_total_current","sch_total_student_aid","sch_exp_net_fellowships","exp_instruc_total","exp_instruc_salaries","exp_res_pub_serv_total","exp_res_pub_serv_salaries","exp_acad_inst_student_total","exp_acad_inst_student_salaries","exp_aux_ent_total","exp_aux_ent_salaries","exp_net_grant_aid_total","exp_net_grant_aid_salaries","exp_total_current","exp_total_salaries","endowment_beg","endowment_end","total_revenues_additions","total_expenses_deductions","net_position_beginning","net_position_end","cpi","hepi","heca","calc_fte"
"1992","140960","SAVANNAH STATE COLLEGE","Georgia","","","","","","31404","CHATHAM","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","4888565","","","11203712","","5701330","5921","","434156","27370914","3704887","","8208230","6246674","1199974","577195","6883598","3601008","4208282","","3704887","","26909868","11492811","","","","","","","58.95","47.75","53.58","2607"
"1992","141088","ST BD REGENTS UNIV SYS GEORGIA","Georgia","","","","","","30334","","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Administrative unit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1992","141097","SOUTHERN COLLEGE OF TECHNOLOGY","Georgia","","","","","","30060","MARIETTA","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","5894119","","","14261690","","1372223","","","697940","24858394","1023890","","11205610","7733800","767664","525078","6556365","3704336","2199572","","1023890","","24429600","12937494","","","","","","","58.95","47.75","53.58","2967"
"1992","141264","VALDOSTA STATE COLLEGE","Georgia","","","","","","31698","LOWNDES","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","13729830","","","22306386","","4993222","831745","","172220","53151116","4486569","","20322594","14815849","","","14767126","5972536","10108448","","4486569","","53086756","22168032","","","","","","","58.95","47.75","53.58","6647"
"1992","141334","WEST GEORGIA COLLEGE","Georgia","","","","","","301180001","CARROLL","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","11557736","","","21951236","","2910447","422768","","404567","45242964","4313666","","18230708","13500224","225198","80793","11472611","6416115","7547747","","4313666","","45204784","21469608","","","","","","","58.95","47.75","53.58","6084"
"1992","173124","BEMIDJI STATE UNIVERSITY","Minnesota","","","","","","56601","BELTRAMI","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","","","","9561793","","","17162224","","5996963","1977012","","506078","42249616","6315890","","15135668","8442478","1362511","584721","9663357","4855748","5007000","","6315890","","41070544","15316080","","","","","","","58.95","47.75","53.58","4492"
"1992","173920","MANKATO STATE UNIVERSITY","Minnesota","","","","","","56001","BLUE EARTH","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","","","","28819932","","","42149556","","9934233","4113511","","1932596","104786480","11735966","","41461088","30572120","2032682","987173","29315290","15555959","13256316","","11735966","","103619904","49760776","","","","","","","58.95","47.75","53.58","12790"
"1992","174020","METROPOLITAN STATE UNIVERSITY","Minnesota","","","","","","55106","RAMSEY","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","","","","5899441","","","10189315","","971988","318775","","389283","18159592","1385502","","8597662","6441600","54680","26544","5793970","3811095","194038","","1385502","","18309108","10468249","","","","","","","58.95","47.75","53.58","2873"
"1992","174066","UNIVERSITY OF MINNESOTA TWIN CITIES","Minnesota","","","","","","55455","HENNEPIN","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","","","","148715200","","16464286","397311712","","198936720","21988792","2571999","146096688","1453846144","51013200","","351407616","244411056","355913888","194641792","180934400","96048640","89715184","","51013200","","1444240128","553306944","","","","","","","58.95","47.75","53.58","35115"
"1992","174224","UNIVERSITY OF MINNESOTA CENTRAL OFFICE","Minnesota","","","","","","55455","HENNEPIN","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Administrative unit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1992","174233","UNIVERSITY OF MINNESOTA DULUTH","Minnesota","","","","","","55812","ST LOUIS","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","","","","24022300","","","32206312","","12408821","1565423","288926","4674165","95674304","4857302","","24914804","17623756","11839348","6667093","19680624","11454482","20318384","","4857302","","96151864","40266536","","","","","","","58.95","47.75","53.58","7533"
"1992","174251","UNIVERSITY OF MINNESOTA MORRIS","Minnesota","","","","","","56267","STEVENS","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","","","","6337798","","","7564573","","2047531","1232042","","235656","22731596","3579240","","6744889","5097178","196379","51925","5822132","3514362","5091199","","3579240","","23969572","10002356","","","","","","","58.95","47.75","53.58","1952"
"1992","174358","MOORHEAD STATE UNIVERSITY","Minnesota","","","","","","56563","MOORHEAD","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","","","","15259149","","","25148816","","6087406","2402344","","223505","62954944","7015499","","23042344","16878504","964828","444697","14056905","8087685","12924507","","7015499","","62927704","27523564","","","","","","","58.95","47.75","53.58","7244"
"1992","174783","SAINT CLOUD STATE UNIVERSITY","Minnesota","","","","","","563014498","STEARNS","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","","","","27545414","","","43209336","","9395020","4811314","","2839542","102419768","13146387","","43450956","27303304","2042729","1327774","19812348","12878025","13230844","","13146387","","97208928","45100784","","","","","","","58.95","47.75","53.58","13871"
"1992","175069","MINNESOTA STATE UNIVERSITY SYSTEM","Minnesota","","","","","","55103","RAMSEY","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Administrative unit","","","","","","","2097000","","","","","650000","6195000","298000","","","","","","585000","465000","3641000","","298000","","4524000","465000","","","","","","","58.95","47.75","53.58",""
"1992","175078","SOUTHWEST STATE UNIVERSITY","Minnesota","","","","","","56258","LYON","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","","","","5073694","","","12483673","","2367496","1075644","","433891","26605712","3181923","","8843436","6329285","233488","88404","7424423","4240151","4689423","","3181923","","26377960","11639831","","","","","","","58.95","47.75","53.58","2496"
"1992","175166","MINNEAPOLIS VA SCHOOL OF ANESTHESIA","Minnesota","","","","","","55417","HENNEPIN","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1992","175272","WINONA STATE UNIVERSITY","Minnesota","","","","","","559870838","WINONA","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","","","","14071937","","","22458456","","3883511","1557784","","731591","52146760","5240822","","19700756","14184544","1141461","548854","13305914","6409540","7883537","","5240822","","50942572","22795752","","","","","","","58.95","47.75","53.58","6305"
"1992","200697","AIR FORCE INSTITUTE OF TECHNOLOGY","Ohio","","","","","","454336583","GREENE","US service schools","Public","Four or more years","Public, four-year or above","","","","","","50916600","","","","","","","50916600","","","51208084","36050492","","","","","","","","","51208084","36050492","","","","","","","58.95","47.75","53.58","804"
"1992","200800","UNIVERSITY OF AKRON MAIN CAMPUS","Ohio","","","","","","443254702","SUMMIT COUNTY","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","","","","70069432","","","71387080","","16988020","3000280","202027","9610846","198910688","21817280","","78706736","54970012","16486075","9001586","37922652","25186388","21686984","","21817280","","198750800","94251624","","","","","","","58.95","47.75","53.58","20111"
"1992","201423","BOWLING GREEN STATE UNIVERSITY CENTRAL OFFICE","Ohio","","","","","","43403","WOOD","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Administrative unit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1992","201441","BOWLING GREEN STATE UNIVERSITY MAIN CAMPUS","Ohio","","","","","","43403","WOOD","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","","","","74689984","","","57390524","","9696029","2531349","32752","1940696","193036160","18842192","","70590624","51795736","9351111","3964445","42171032","23618410","44186280","","18842192","","196512688","84213560","","","","","","","58.95","47.75","53.58","16438"
"1992","201690","CENTRAL STATE UNIVERSITY","Ohio","","","","","","453843002","GREENE","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","","","","11016712","","316919","11896453","","5074981","751255","","613293","38061388","8068367","","8689442","4961086","2576239","1470859","12638906","7215963","6809312","","8068367","","43160100","16013843","","","","","","","58.95","47.75","53.58","2878"
"1992","201885","UNIVERSITY OF CINCINNATI MAIN CAMPUS","Ohio","","","","","","452210127","HAMILTON","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","","","","111713136","","","131375792","","77990144","4771555","515737","27813616","782429952","43354308","","152312832","110694088","95315048","51752736","80523744","52348336","44294140","","43354308","","767208832","225645920","","","","","","","58.95","47.75","53.58","22857"
"1992","202134","CLEVELAND STATE UNIVERSITY","Ohio","","","","","","44115","CUYAHOGA","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","","","","51421232","","","55284928","","13167357","2727638","258394","3569419","136201536","9305454","","56630800","39985560","11126788","6399147","37460652","21742732","5695236","","9305454","","135782256","72969592","","","","","","","58.95","47.75","53.58","12827"
"1992","203517","KENT STATE UNIVERSITY MAIN CAMPUS","Ohio","","","","","","442420001","PORTAGE","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","","","","76837272","","","66108300","","25939128","1528331","40417","3179052","225398928","18445136","","84954304","56861552","14392947","6626311","39660176","25522328","45864160","","18445136","","223922496","94794976","","","","","","","58.95","47.75","53.58","19832"
"1992","203951","MEDICAL COLLEGE OF OHIO","Ohio","","","","","","436990008","LUCAS","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","","","","8386998","","","25775988","","9499975","1419908","1939694","4320822","214200240","1649475","","35943384","19352462","8903228","4793633","16150722","8695796","876550","","1649475","","210597072","37659324","","","","","","","58.95","47.75","53.58","820"
"1992","204015","MIAMI UNIVERSITY MIDDLETOWN","Ohio","","","","","","45042","BUTLER","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","","","","5103005","","","3405195","","958136","83599","","240654","9952724","1033600","","4753024","3416974","191339","128418","2901808","1345614","25262","","1033600","","9662168","5159822","","","","","","","58.95","47.75","53.58","1562"
"1992","204024","MIAMI UNIVERSITY OXFORD CAMPUS","Ohio","","","","","","45056","BUTLER COUNTY","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","","","","87514968","","","46522640","","8014046","2292410","163628","5612427","201743392","7948505","","80845152","50930444","5555095","2687789","37541928","23184800","44990944","","7948505","","200940944","84672000","","","","","","","58.95","47.75","53.58","15164"
"1992","204477","NORTHEASTERN OHIO UNIVERSITY COLLEGE OF MEDICINE","Ohio","","","","","","44272","PORTAGE","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","","","","4148856","","","13903224","","1496839","623382","","1094016","22586332","155153","","9614128","3824512","1342170","655194","7872491","4525298","797635","","155153","","21929540","9398058","","","","","","","58.95","47.75","53.58","430"
"1992","204671","OHIO STATE UNIVERSITY-LIMA CAMPUS","Ohio","","","","","","45804","ALLEN","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","","","","3573060","","","2537878","","555504","27439","","50729","7056394","550767","","3985090","2578673","213149","102616","1730992","672401","68446","","550767","","7900918","3536518","","","","","","","58.95","47.75","53.58","1149"
"1992","204680","OHIO STATE UNIVERSITY-MANSFIELD CAMPUS","Ohio","","","","","","44906","RICHLAND","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","","","","3460527","","","2461812","","711916","52831","2073","30635","6867417","741494","","4151588","2464267","80084","29020","1364011","527101","244","","741494","","6867445","3170947","","","","","","","58.95","47.75","53.58","1113"
