"year","unitid","inst_name","state_name","number_applied","number_admitted","number_enrolled_ft","number_enrolled_pt","number_enrolled_total","zip","county_name","region","inst_control","institution_level","sector","postsec_public_active_title_iv","longitude","latitude","rev_tuition_fees_gross","rev_tuition_fees_net","rev_appropriations_fed","rev_appropriations_state","rev_appropriations_local","rev_grants_contracts_federal","rev_grants_contracts_state","rev_grants_contracts_local","rev_gifts_grants_contracts","rev_total_current","sch_total_student_aid","sch_exp_net_fellowships","exp_instruc_total","exp_instruc_salaries","exp_res_pub_serv_total","exp_res_pub_serv_salaries","exp_acad_inst_student_total","exp_acad_inst_student_salaries","exp_aux_ent_total","exp_aux_ent_salaries","exp_net_grant_aid_total","exp_net_grant_aid_salaries","exp_total_current","exp_total_salaries","endowment_beg","endowment_end","total_revenues_additions","total_expenses_deductions","net_position_beginning","net_position_end","cpi","hepi","heca","calc_fte"
"1993","224545","EAST TEXAS STATE UNIVERSITY-TEXARKANA","Texas","","","","","","755055518","BOWIE","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","2111329","","","4358243","","","31724","","35893","6787854","1011673","","3086725","2150793","135093","59440","2151946","1221537","168703","","1011673","","6814823","3520494","","","","","","","60.46","49.38","55.13","667"
"1993","224554","EAST TEXAS STATE UNIVERSITY","Texas","","","","","","75429","HUNT","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","12444452","","","28989464","","6318434","","","685327","58962028","6105793","","22017498","14545951","2302347","995106","11601632","6789006","9355680","","6105793","","58444888","24268116","","","","","","","60.46","49.38","55.13","6082"
"1993","225414","UNIVERSITY OF HOUSTON-CLEAR LAKE","Texas","","","","","","77058","HARRIS","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","11127555","","","20938608","","7353079","925745","893","896967","46800976","1788375","","17041094","11623247","6878724","1399728","11098958","5588716","4974289","","1788375","","46416432","19970540","","","","","","","60.46","49.38","55.13","4209"
"1993","225432","UNIVERSITY OF HOUSTON-DOWNTOWN","Texas","","","","","","77002","HARRIS","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","11216108","","","15929209","","4198394","26376","4878","789134","33812116","4462927","","9972380","7698870","1946838","944439","11158925","5991832","2406566","","4462927","","33440602","15203658","","","","","","","60.46","49.38","55.13","4979"
"1993","225502","UNIVERSITY OF HOUSTON-VICTORIA","Texas","","","","","","77901","VICTORIA","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","1327137","","","4421985","","378589","8603","","108449","6932365","476115","","2948943","1999419","242235","121062","2574164","1223221","251032","","476115","","7574800","3384314","","","","","","","60.46","49.38","55.13","595"
"1993","225511","UNIVERSITY OF HOUSTON-UNIVERSITY PARK","Texas","","","","","","77004","HOUSTON","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","70265464","","","135159056","","31577204","15469160","365999","14841137","307371328","23950284","","111800232","80329384","46159772","23885464","54749800","24391832","38058508","","23950284","","321616288","134656416","","","","","","","60.46","49.38","55.13","24053"
"1993","226091","LAMAR UNIVERSITY-BEAUMONT","Texas","","","","","","77710","JEFFERSON","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","17424792","","","42443496","","8043590","1600713","","3603550","78029360","6207558","","31226400","18927944","8448611","3358082","14712442","6772446","7346498","","6207558","","77159744","31676344","","","","","","","60.46","49.38","55.13","7587"
"1993","226152","TEXAS A & M INTERNATIONAL UNIVERSITY","Texas","","","","","","78040","LAREDO","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","1693878","","","9652075","","796603","465697","","271175","13548442","1116010","","5772763","3695482","506576","296597","3948624","1866091","85855","","1116010","","12114869","5925175","","","","","","","60.46","49.38","55.13","965"
"1993","226815","MEMORIAL HOSPITAL AND MEDICAL CTR SCH OF MED TECHN","Texas","","","","","","79701","MIDLAND","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1993","226833","MIDWESTERN STATE UNIVERSITY","Texas","","","","","","763082099","WICHITA","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","9783440","","","16251157","","2516811","34399","","1405144","34305216","4249806","","12928923","9425420","879973","389954","5753517","3167995","4198717","","4249806","","33070804","14293903","","","","","","","60.46","49.38","55.13","4429"
"1993","227216","UNIVERSITY OF NORTH TEXAS","Texas","","","","","","762033737","DENTON","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","42494864","","","95748152","","12116567","3057063","","6271406","199220256","14368375","","80442584","55496852","12626439","6701313","36131992","23298276","33519208","","14368375","","198919280","89212256","","","","","","","60.46","49.38","55.13","20195"
"1993","227368","THE UNIVERSITY OF TEXAS-PAN AMERICAN AT EDINBURG","Texas","","","","","","78539","HIDALGO","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","14629899","","","29662828","","16660426","261990","24629","1602876","73894232","13685253","","21002032","19359574","1754536","843443","10633075","7596384","6879799","","13685253","","62529376","29702680","","","","","","","60.46","49.38","55.13","9723"
"1993","227377","THE UNIVERSITY OF TEXAS AT BROWNSVILLE","Texas","","","","","","785204991","CAMERON","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","2143060","","","9015138","","1369866","190747","234097","13699","14302700","1559470","","2938734","2205806","14720","6096","6429376","3071021","201181","","1559470","","17244776","5614484","","","","","","","60.46","49.38","55.13","1306"
"1993","227526","PRAIRIE VIEW A & M UNIVERSITY","Texas","","","","","","77446","WALLER","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","11011200","","","21368004","","18079670","252932","503956","1479413","66017420","9937209","","19123504","12402459","9638493","5659787","12867184","6788502","14130443","","9937209","","73318528","27079494","","","","","","","60.46","49.38","55.13","5204"
"1993","227881","SAM HOUSTON STATE UNIVERSITY","Texas","","","","","","77341","WALKER","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","19649968","","","40482272","","5838134","230905","373098","1152161","83224536","5364335","","28000848","20622080","5847692","2056410","15889276","7445696","15025728","","5364335","","76959200","33363872","","","","","","","60.46","49.38","55.13","10742"
"1993","228431","STEPHEN F AUSTIN STATE UNIVERSITY","Texas","","","","","","75962","NACOGDOCHES","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","20376642","","","40854980","","6067383","401242","","2855840","95114832","5656243","","38067332","23649266","4698018","1703366","11630826","6653064","22780020","","5656243","","95976248","35235064","","","","","","","60.46","49.38","55.13","11203"
"1993","228459","SOUTHWEST TEXAS STATE UNIVERSITY","Texas","","","","","","78666","HAYS","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","33190944","","","67892864","","14528932","1453389","","3246620","154082096","10551093","","53260412","36143712","10090439","738227","18700516","9332658","31765928","","10551093","","153231216","49833136","","","","","","","60.46","49.38","55.13","17095"
"1993","228501","SUL ROSS STATE UNIVERSITY","Texas","","","","","","79832","BREWSTER","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","4358894","","","13116990","","2401116","72252","","225939","23096336","2953271","","7187534","4912266","206064","99988","5235159","2599321","3032322","","2953271","","22542428","8476412","","","","","","","60.46","49.38","55.13","2178"
"1993","228529","TARLETON STATE UNIVERSITY","Texas","","","","","","76402","ERATH","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","10039181","","","18861760","","4919947","86688","718449","382039","41524452","4181962","","16084088","11032290","3179432","1303049","8010956","3866797","7059884","","4181962","","43647676","17633178","","","","","","","60.46","49.38","55.13","5605"
"1993","228635","THE UNIVERSITY OF TEXAS SOUTHWEST MED CTR-DALLAS","Texas","","","","","","75235","DALLAS","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","8532113","","","85968480","","78704656","5185316","10950833","53637288","397481440","2898122","","165844864","105973192","127005552","65423664","55649680","32827972","3716395","","2898122","","388814304","211417328","","","","","","","60.46","49.38","55.13","1576"
"1993","228644","THE UNIVERSITY OF TEXAS HEALTH SCIENCE-SAN ANTONIO","Texas","","","","","","78284","BEXAR","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","8889131","","","114164088","","61116672","3823846","10726206","16830884","276390880","2288384","","137461392","90906808","69072512","33214140","38271444","25278340","5220852","","2288384","","270127488","155604512","","","","","","","60.46","49.38","55.13","2415"
"1993","228653","THE UNIVERSITY OF TEXAS MEDICAL BRANCH-GALVESTON","Texas","","","","","","77550","GALVESTON","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","7251171","","","276188832","","37405044","8075820","1358545","18532252","696779712","2041850","","173151504","110706640","52483324","25642448","49548432","21658124","4480698","","2041850","","715705344","164952608","","","","","","","60.46","49.38","55.13","1894"
"1993","228705","TEXAS A & I UNIVERSITY","Texas","","","","","","78363","KLEBERG","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","10581909","","","28237370","","9454618","614548","","3319389","57536104","7530920","","20899096","13815363","4327295","2148412","8064356","3687969","6083953","","7530920","","54224204","21482444","","","","","","","60.46","49.38","55.13","5472"
"1993","228714","TEXAS A & M UNIVERSITY-GALVESTON","Texas","","","","","","77553","GALVESTON","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","2834594","","288897","8050030","","2432969","295139","","1364669","21890572","986778","","5690706","3268049","2795290","1712193","4850905","2347573","3338436","","986778","","20912960","8262864","","","","","","","60.46","49.38","55.13","1253"
"1993","228723","TEXAS A & M UNIVERSITY","Texas","","","","","","77843","BRAZOS","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","108902496","","25302824","347058304","","81198000","38898396","458197","76202808","812550848","47834200","","250706480","168163312","273293376","165160288","91754352","37434600","95579584","","47834200","","836968384","379689536","","","","","","","60.46","49.38","55.13","39612"
"1993","228769","THE UNIVERSITY OF TEXAS AT ARLINGTON","Texas","","","","","","76019","TARRANT","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","37008976","","","81160432","","13859321","2072681","62648","5745089","163693184","11591634","","61023836","42977056","17481584","8816206","25905476","15498180","25077640","","11591634","","160968192","71343832","","","","","","","60.46","49.38","55.13","17220"
"1993","228778","THE UNIVERSITY OF TEXAS AT AUSTIN","Texas","","","","","","78712","TRAVIS","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","124755392","","","253647072","","178071664","30396892","521233","55571456","883467456","55907248","","250440304","181021696","231424096","108237128","113327136","74326432","100583864","","55907248","","863870912","385013088","","","","","","","60.46","49.38","55.13","44420"
"1993","228787","THE UNIVERSITY OF TEXAS AT DALLAS","Texas","","","","","","750830688","DALLAS","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","10989607","","","40680544","","7453253","1379860","1282130","6616734","80488432","4678497","","31918560","23152968","12448127","4903162","15930468","8689513","3516643","","4678497","","78591888","38582364","","","","","","","60.46","49.38","55.13","5333"
"1993","228796","THE UNIVERSITY OF TEXAS AT EL PASO","Texas","","","","","","79968","EL PASO","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","24030788","","","54635448","","24578620","2113268","259402","5657378","133215736","12630511","","45303844","27956672","15161423","6175603","18093878","9734671","22056628","","12630511","","130141752","48107052","","","","","","","60.46","49.38","55.13","12974"
"1993","228802","THE UNIVERSITY OF TEXAS AT TYLER","Texas","","","","","","757016699","SMITH","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","4302158","","","13655169","","1413720","417937","40545","791584","22518332","2345117","","10778137","7612754","859643","257651","5783412","2963244","1436413","","2345117","","22825792","11479851","","","","","","","60.46","49.38","55.13","2512"
"1993","228909","UNIVERSITY OF NORTH TEXAS-HLTH SCI CTR AT FT WORTH","Texas","","","","","","76107","TARRANT","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","3300450","","","33085376","","4212674","1059786","12720","1501373","61244288","980710","","20668124","14912587","4989322","2340489","28187520","14500884","256404","","980710","","60176900","33089700","","","","","","","60.46","49.38","55.13","439"
"1993","229018","THE UNIVERSITY OF TEXAS OF THE PERMIAN BASIN","Texas","","","","","","79762","ECTOR","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","2596381","","","8507894","","1369147","42456","14600","663739","14462349","1193701","","4875927","3452848","762977","286627","3380972","1935763","1376487","","1193701","","14169313","6192761","","","","","","","60.46","49.38","55.13","1449"
"1993","229027","THE UNIVERSITY OF TEXAS AT SAN ANTONIO","Texas","","","","","","782490616","BEXAR","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","28627190","","","47972876","","12277931","628021","211493","1897206","100669384","10029903","","39027816","25274132","10288341","5152428","18629644","10883568","8957296","","10029903","","99426720","43852692","","","","","","","60.46","49.38","55.13","12797"
"1993","229063","TEXAS SOUTHERN UNIVERSITY","Texas","","","","","","77004","HARRIS","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","16888268","","","41119300","","18378468","2353183","958819","1168533","88302424","14487962","","32790552","22179584","2964668","1253116","18073414","9191459","6125721","","14487962","","87074992","35462448","","","","","","","60.46","49.38","55.13","8211"
"1993","229115","TEXAS TECH UNIVERSITY","Texas","","","","","","79409","LUBBOCK","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","55740284","","","115760064","","19445544","5010367","323327","10568358","262325120","19601952","","81646192","55241908","26680130","13046304","40185620","18290140","42513896","","19601952","","243668016","90579664","","","","","","","60.46","49.38","55.13","21288"
"1993","229179","TEXAS WOMAN'S UNIVERSITY","Texas","","","","","","762041925","DENTON","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","17259564","","","47645688","","4973509","1212714","","1060916","85140632","5245423","","31291908","23232572","2625161","1222935","15727470","7413390","12360091","","5245423","","81038304","34318196","","","","","","","60.46","49.38","55.13","6765"
"1993","229300","THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER","Texas","","","","","","77225","HARRIS","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","8793013","","","123663312","","51621560","4625625","1083468","14888613","372546368","1917012","","178315088","109951352","58777784","29054940","53226220","32994084","9174646","","1917012","","361646144","175854112","","","","","","","60.46","49.38","55.13","2638"
"1993","229337","TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER","Texas","","","","","","79430","LUBBOCK","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","4334957","","","63280052","","4347268","20235972","26112344","7521056","222560816","1237039","","111190568","73625464","28132188","9650143","58137924","22783318","303549","","1237039","","215190496","108686016","","","","","","","60.46","49.38","55.13","1267"
"1993","229373","UNIVERSITY SYSTEM SOUTH TEXAS SYSTEM OFFICE","Texas","","","","","","78363","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Administrative unit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1993","229407","UNIVERSITY OF HOUSTON-SYSTEM ADMINISTRATION","Texas","","","","","","77002","HARRIS","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Administrative unit","","","","","","","11457044","","","","","6079012","27975726","","","","","6039941","2761934","12859034","7474101","","","","","34026604","10236035","","","","","","","60.46","49.38","55.13",""
"1993","229814","WEST TEXAS STATE UNIVERSITY","Texas","","","","","","79016","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","11525440","","","22035396","","3811653","206180","","719645","47973724","4227150","","15072882","10032119","2851721","1290027","9469037","4088631","7331260","","4227150","","45734784","17199600","","","","","","","60.46","49.38","55.13","5291"
"1993","407009","ARIZONA STATE UNIVERSITY-WEST","Arizona","","","","","","850697100","MARICOPA","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","5913000","","","29603000","","308000","262000","7000","21000","36744000","291000","","13197000","9805000","784000","132000","12754000","5751000","110000","","291000","","35668000","17413000","","","","","","","60.46","49.38","55.13",""
"1992","104151","ARIZONA STATE UNIVERSITY","Arizona","","","","","","85287","MARICOPA","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","110166000","","","181779008","","57107000","5712000","1265000","22079000","448894016","42389552","","130284000","100354000","62424000","31739000","101196000","54796000","53677000","","42389552","","441428544","197100000","","","","","","","58.95","47.75","53.58","34519"
"1992","104179","UNIVERSITY OF ARIZONA","Arizona","","","","","","85721","PIMA COUNTY","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","111544288","","5283526","245206400","","152889568","6463851","1490127","47706972","704591040","48521344","","182731328","138829616","188435248","103617088","103228272","52909712","115636528","","48521344","","697957632","308048352","","","","","","","58.95","47.75","53.58","29993"
"1992","105330","NORTHERN ARIZONA UNIVERSITY","Arizona","","","","","","86011","COCONINO","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","","","","41496864","","","73594704","","18977740","2154007","2336616","4431385","170560800","16306110","","52742368","36427456","15885634","8107729","37342736","19448752","17904438","","16306110","","162427344","68509624","","","","","","","58.95","47.75","53.58","14917"
"1992","132523","BAY MEDICAL CENTER SCHOOL OF NURSE ANESTHETISTS","Florida","","","","","","32402","BAY","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1992","132903","UNIVERSITY OF CENTRAL FLORIDA","Florida","","","","","","32816","ORANGE","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","30290260","","","73837320","","21218556","6363141","","9308204","164622048","10323082","","51068628","34215532","26182540","12125204","50951100","30410480","13074834","","10323082","","158277760","79471568","","","","","","","58.95","47.75","53.58","15740"
"1992","133650","FLORIDA AGRICULTURAL AND MECHANICAL UNIVERSITY","Florida","","","","","","32307","LEON","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","25061244","","25000","44235260","","22865190","2827574","","5757108","110916720","17911234","","32567706","22509272","13770645","7152621","28373248","16971660","9145510","","17911234","","110952096","49915256","","","","","","","58.95","47.75","53.58","8527"
"1992","133669","FLORIDA ATLANTIC UNIVERSITY","Florida","","","","","","33431","PALM BEACH","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","20739352","","","62171212","","11185208","5693231","","7816482","124025392","10539481","","50815236","32328092","11321752","2949163","30314398","15073059","14118442","","10539481","","124391520","53147456","","","","","","","58.95","47.75","53.58","9797"
"1992","133951","FLORIDA INTERNATIONAL UNIVERSITY","Florida","","","","","","33199","DADE","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","35784080","","","85297352","","15254781","6273329","","3851842","165410384","12302493","","57215024","37640784","24064352","15831524","42727456","28109660","14928757","","12302493","","163429760","88759960","","","","","","","58.95","47.75","53.58","15772"
"1992","134097","FLORIDA STATE UNIVERSITY","Florida","","","","","","323061044","LEON","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","54940044","","","154288544","","54569188","21213480","460952","10082091","352733408","21528860","","107927224","72110912","73119784","35550672","69351944","34396472","52965952","","21528860","","345014240","147876896","","","","","","","58.95","47.75","53.58","24776"
"1992","134130","UNIVERSITY OF FLORIDA","Florida","","","","","","32611","ALACHUA","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","79356896","","6971276","362136960","","106019640","22683578","","131891440","816134464","27745360","","261594304","180109264","303761376","185724080","115273432","57347736","67149128","","27745360","","822790720","436966624","","","","","","","58.95","47.75","53.58","32838"
"1992","136172","UNIVERSITY OF NORTH FLORIDA","Florida","","","","","","322242645","DUVAL","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","10705013","","","29696824","","3857012","1166390","","1600629","52002136","5195858","","16765392","11343725","4521096","2289223","18167340","10588749","4820683","","5195858","","53973128","25974660","","","","","","","58.95","47.75","53.58","6026"
"1992","137351","UNIVERSITY OF SOUTH FLORIDA","Florida","","","","","","33620","MAIN CAMPUS-HILLSBOROUGH","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","65899628","","","179323680","","47065768","18170072","3618547","1480750","397073472","18520356","","151434688","110753016","54428128","26814316","103197904","49411548","38974908","","18520356","","388536960","195018752","","","","","","","58.95","47.75","53.58","24061"
"1992","138354","THE UNIVERSITY OF WEST FLORIDA","Florida","","","","","","325145750","ESCAMBIA","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","10190725","","","34581580","","8440500","2302651","1075071","652333","65042956","4458202","","26900210","15538051","5625818","3249574","16875452","9747569","6538937","","4458202","","66454196","31545196","","","","","","","58.95","47.75","53.58","5367"
"1992","138716","ALBANY STATE COLLEGE","Georgia","","","","","","31705","DOUGHERTY","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","4934575","","","11156464","","5942206","8992","8385","269323","27146948","3802896","","9346499","6697131","422556","246199","7366816","3623784","4485860","","3802896","","27103232","11211853","","","","","","","58.95","47.75","53.58","2583"
"1992","138789","ARMSTRONG STATE COLLEGE","Georgia","","","","","","31419","CHATHAM","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","9446192","","","11746824","","1919725","402074","","442777","26268836","2925584","","12576347","8199497","407126","48828","6443076","3078241","1885043","","2925584","","26000218","11661852","","","","","","","58.95","47.75","53.58","3518"
"1992","138983","AUGUSTA COLLEGE","Georgia","","","","","","30910","RICHMOND","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","9904680","","","13508399","","2351229","","15537","686494","28683156","3702779","","12444469","9540333","143801","85802","7799949","4491659","1799016","","3702779","","28572836","15476912","","","","","","","58.95","47.75","53.58","4129"
"1992","139311","CLAYTON STATE COLLEGE","Georgia","","","","","","30260","CLAYTON COUNTY","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","5714160","","","9275714","","2278716","622197","40820","433587","21759460","1294066","","9139004","6751087","1782947","581752","5829415","3126077","1409003","","1294066","","21660756","11381384","","","","","","","58.95","47.75","53.58","3025"
"1992","139366","COLUMBUS COLLEGE","Georgia","","","","","","31993","MUSCOGEE","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","6716405","","","16440271","","2825203","204461","","894766","29898278","2925483","","14501450","10730810","","","6276159","3616501","1820738","","2925483","","28707200","15399275","","","","","","","58.95","47.75","53.58","3827"
"1992","139719","FORT VALLEY STATE COLLEGE","Georgia","","","","","","310303298","PEACH","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","3868938","","14500","11758935","","10400789","62981","","336954","31048756","3769819","","8665933","6225041","4697315","2388980","7767510","3871266","3630619","","3769819","","30696842","13210928","","","","","","","58.95","47.75","53.58","2295"
"1992","139755","GEORGIA INSTITUTE OF TECHNOLOGY MAIN CAMPUS","Georgia","","","","","","30332","FULTON","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","40936348","","","107394672","","104178176","3313788","136197","47056024","347535296","11442791","","80538352","49309384","147669104","27597500","53480176","24473496","31333296","","11442791","","343587424","108304552","","","","","","","58.95","47.75","53.58","11994"
"1992","139764","GEORGIA SOUTHWESTERN COLLEGE","Georgia","","","","","","317094693","SUMTER","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","3985267","","","8791980","","1974972","5696","17635","1059283","19731326","1727543","","8198222","5555680","708141","370930","4226740","2036792","2862470","","1727543","","19471784","8284643","","","","","","","58.95","47.75","53.58","2061"
"1992","139861","GEORGIA COLLEGE","Georgia","","","","","","31061","BALDWIN","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","8280769","","","15090873","","2336848","37753","5876","523483","32521208","2958892","","12376366","8761434","231308","15318","8038799","4371620","5350915","","2958892","","32008912","14416037","","","","","","","58.95","47.75","53.58","4438"
"1992","139931","GEORGIA SOUTHERN UNIVERSITY","Georgia","","","","","","30460","BULLOCH","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","24303052","","","41600476","","8818218","251181","82629","311700","102790592","5788044","","35356752","25678848","2092236","1007522","25343840","12889638","21372106","","5788044","","100591368","42532104","","","","","","","58.95","47.75","53.58","12678"
"1992","139940","GEORGIA STATE UNIVERSITY","Georgia","","","","","","303033083","FULTON","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","36941112","","","97915728","","12553569","4300187","622550","5889977","170880336","8110774","","73607488","51146700","24375444","15933101","46154748","25167664","1760859","","8110774","","168410576","96705488","","","","","","","58.95","47.75","53.58","16084"
"1992","139959","UNIVERSITY OF GEORGIA","Georgia","","","","","","30602","CLARKE","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","71363480","","11512345","261918336","9877799","68213816","13531110","2028956","30859926","540870080","19105832","","113788224","80955376","229820800","135785984","88216704","43807112","44820532","","19105832","","532743584","273706784","","","","","","","58.95","47.75","53.58","25881"
"1992","140164","KENNESAW STATE COLLEGE","Georgia","","","","","","30061","COBB","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","15390717","","","23507058","","2729742","4324","275703","162220","49347132","2608539","","24676510","17400392","880459","497211","12588385","6641100","3679322","","2608539","","48704840","26032932","","","","","","","58.95","47.75","53.58","8001"
"1992","140401","MEDICAL COLLEGE OF GEORGIA","Georgia","","","","","","30912","RICHMOND","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","6650216","","","81033376","","7577487","4503508","619013","31248896","368335008","1633950","","94087832","60954432","12343591","6086066","16500886","10685368","5624714","","1633950","","369932704","80393688","","","","","","","58.95","47.75","53.58","3857"
"1992","140669","NORTH GEORGIA COLLEGE","Georgia","","","","","","30597","LUMPKIN","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","","","","4415988","","","9252511","","903780","52661","77684","215953","20160588","880249","","8135597","5994572","","","4137996","2102030","4329359","","880249","","19033804","8708681","","","","","","","58.95","47.75","53.58","2399"
